gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
Female,0,No,Yes,20.61196135,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.41582886,1637.706309,Yes
Female,0,No,No,20.35460887,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),60.22753456,1126.517434,Yes
Male,0,Yes,Yes,11.07007855,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,51.82489209,324.9967521,Yes
Female,0,No,No,23.32216525,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,82.04562315,1964.073559,Yes
Male,0.290015215,Yes,No,5.450076075,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.11398441,270.7036964,Yes
Female,0.841529555,Yes,Yes,8.841529555,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,74.70187994,651.1800273,Yes
Female,0,Yes,Yes,10.90125365,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,31.83778443,270.5817631,Yes
Female,0,Yes,Yes,3.312219474,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.88514702,91.52303287,Yes
Male,0.517782991,No,No,12.57320822,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.33501523,370.1425363,Yes
Male,0.883286237,Yes,Yes,2.8674202,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.90782417,109.9359938,Yes
Female,0,Yes,No,1.090943536,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),73.93885961,75.39850336,Yes
Male,0,Yes,Yes,1.074368959,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,74.92504692,76.11866872,Yes
Female,0,Yes,Yes,9.058295686,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.31395972,806.8363088,Yes
Male,0,No,No,25.89211967,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.2735266,1195.282467,Yes
Male,0,Yes,No,19.91638392,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.35916253,1463.872279,Yes
Male,0,No,Yes,26.11776666,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.77169222,2139.479148,Yes
Male,0.558988263,No,Yes,39.57019016,No,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,34.3570101,1833.852027,Yes
Male,0.795233545,No,No,56.48541399,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,40.15131528,2611.634066,Yes
Female,0,Yes,No,43.06873072,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.02637382,2557.222306,Yes
Female,0,No,No,2.3965064,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,58.93235388,177.9845245,Yes
Male,0.604639039,No,No,15.25566847,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),50.91914246,897.2918922,Yes
Male,0.751643758,Yes,No,20.24835624,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),67.48773169,1331.544098,Yes
Male,0.234236486,No,No,27.89187162,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.5436571,2283.128253,Yes
Female,0.286827425,No,No,23.8526903,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),37.47079629,916.585484,Yes
Female,0,Yes,No,16.64083239,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.62906051,1059.010823,Yes
Female,0,Yes,Yes,16.16368239,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,30.92042764,525.4378295,Yes
Male,0,No,No,29.68423221,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.95466766,1769.809161,Yes
Female,0,Yes,No,17.16426007,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),57.40523955,482.7603287,Yes
Female,0,No,No,29.62893958,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.52850645,1757.785639,Yes
Female,0,Yes,No,15.38846523,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,75.63336046,1530.415109,Yes
Female,0,Yes,Yes,3.888050486,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,25.70540884,104.4769858,Yes
Male,0,No,No,1.869252197,No,Yes,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,25.35211913,49.06097282,Yes
Male,0,No,No,21.35687709,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),50.98488806,1225.548832,Yes
Male,0,Yes,No,10.55515972,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),33.7715781,566.572669,Yes
Female,0,Yes,Yes,1.936796927,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,22.99751302,38.0331037,Yes
Female,0,No,No,1.672292705,Yes,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.80006231,41.85069665,Yes
Female,0,Yes,No,1.118948707,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,21.01591258,33.69848804,Yes
Male,0,No,Yes,11.63367989,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,95.52781292,1061.545841,Yes
Female,0.989480832,Yes,Yes,1.399728397,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),85.93688499,118.5773384,Yes
Female,0.959872886,Yes,No,2.524830329,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.75923732,210.2716655,Yes
Female,0,No,Yes,16.7035395,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),46.1883291,1761.060141,Yes
Female,0,No,No,48.1080065,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,98.76061473,5243.090813,Yes
Male,0,Yes,No,3.35431266,No,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,26.32260789,78.35163075,Yes
Male,0,No,Yes,2.696909206,No,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,26.64486476,66.25039594,Yes
Female,0.463822236,Yes,No,34.74026695,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),41.05335158,1677.513531,Yes
Male,1,Yes,No,46.7123545,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,74.46764951,3535.558161,Yes
Female,0,No,Yes,20.69400984,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.92230489,1847.07518,Yes
Female,0,No,No,26.12340079,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),58.46203149,2468.972243,Yes
Female,0,Yes,No,11.32372,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,34.28392809,393.8621749,Yes
Male,0,No,No,11.46033025,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.19653634,361.4787141,Yes
Male,0,No,No,51.55834034,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),35.225607,1691.84737,Yes
Female,0,No,No,42.24503683,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),92.6157212,4296.231553,Yes
Female,0,Yes,No,17.24148303,No,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,29.25048851,664.7436271,Yes
Female,0,Yes,No,28.6351066,No,No phone service,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),34.57270808,1049.870629,Yes
Male,0,No,No,48.52197403,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.95567276,3605.475618,Yes
Male,0,Yes,No,60.56050536,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,81.08965092,4891.602635,Yes
Female,0.710424562,Yes,No,13.42084912,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),61.82161286,849.2678244,Yes
Female,0.792188522,Yes,No,13.58437704,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,66.6579511,920.5864387,Yes
Male,0,Yes,No,1.637714568,No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.87840119,30.62663319,Yes
Female,0,Yes,No,1,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.78672075,24.78672075,Yes
Male,0.589052522,No,No,28.09641601,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),58.36512968,2346.333482,Yes
Male,0.605935659,Yes,No,28.8730403,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.46759852,2413.012588,Yes
Male,0.949943666,Yes,Yes,12.39932399,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.62119746,1177.414485,Yes
Male,0.645730803,Yes,Yes,19.37684554,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.8227483,1181.042934,Yes
Male,0,No,No,27.81758829,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,70.80625765,1749.644718,Yes
Male,0,Yes,Yes,9.182407062,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.54593502,463.5951417,Yes
Male,0.280215198,No,Yes,23.15397446,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,54.90297778,858.0774893,Yes
Female,0.821354871,No,No,3.178645129,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,89.87768986,255.4874974,Yes
Female,0.028499586,No,No,2.683990054,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.4246441,95.36664976,Yes
Female,0.616736584,Yes,Yes,16.41841461,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.4501809,1476.358465,Yes
Male,0.361070342,No,No,4.16642205,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,42.66125111,239.5622569,Yes
Female,0.111103816,Yes,No,2.666622896,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,26.97730979,100.0624537,Yes
Female,0,Yes,No,15.09091187,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.3944356,407.4479639,Yes
Female,0,Yes,Yes,5.118865192,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.72645772,216.9278468,Yes
Male,0,No,Yes,2.036286796,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,62.56983389,81.91385408,Yes
Female,0,No,No,2.909799053,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,73.55614288,109.9812194,Yes
Male,0,Yes,No,39.33436889,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),79.83359435,3671.906275,Yes
Female,0,Yes,No,18.10019137,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),94.16617693,1863.297911,Yes
Female,0,Yes,Yes,39.9773956,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.97491127,3006.734681,Yes
Male,0,Yes,Yes,48.90041029,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),84.34919272,4239.281283,Yes
Female,0,Yes,No,29.74456058,Yes,Yes,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,25.06182584,670.4970779,Yes
Female,0,No,No,20.276814,No,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,24.60602655,454.7280902,Yes
Male,0,No,No,22.44808459,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.9597839,2012.441312,Yes
Female,0,No,Yes,25.58466612,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.92026815,2072.32421,Yes
Male,1,No,No,57.22742533,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,71.42936953,4030.719484,Yes
Male,0.063556034,Yes,Yes,8.635560339,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Electronic check,23.48709479,226.2023667,Yes
Male,0,Yes,Yes,42.98712583,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),92.29782464,3861.143256,Yes
Male,0,Yes,No,22.90770826,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,48.75996542,1650.674411,Yes
Female,0.928599135,Yes,No,4.57120692,No,No phone service,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),24.81443533,111.5750499,Yes
Male,0.721658012,No,No,3.443316025,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,23.71087037,83.96242362,Yes
Female,0,Yes,No,4.303858934,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,28.300717,170.163346,Yes
Male,0,No,Yes,12.46848601,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,70.84965495,843.4779618,Yes
Male,1,No,Yes,16.77086324,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),57.14015302,974.6807835,Yes
Male,0.416644795,Yes,Yes,36.00078738,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.50842738,2074.053543,Yes
Female,0,No,No,5.099542215,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.00099815,230.5613893,Yes
Female,0,No,No,2.312830533,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.01863836,160.5894198,Yes
Male,0,Yes,Yes,13.12911707,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.69390035,743.1224446,Yes
Male,0,No,Yes,44.34133742,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,34.2699111,1071.632176,Yes
Male,0.833134274,Yes,Yes,11.3432863,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),82.11010041,408.5038331,Yes
Male,0.171720638,Yes,No,10.45451425,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),32.64470375,238.1774459,Yes
Female,0,Yes,Yes,13.03959661,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.14949193,555.422573,Yes
Male,0,No,Yes,30.5251624,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.65411308,848.4576819,Yes
Female,0,Yes,Yes,12.83172235,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,27.98075042,788.2647686,Yes
Female,0,Yes,No,39.5137333,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.68267487,2808.664202,Yes
Female,0,No,No,39.61070047,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,98.39846067,4068.545775,Yes
Female,0,Yes,No,23.43860178,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,52.36188639,1820.004127,Yes
Female,0,Yes,No,35.91821628,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.41199901,2704.365539,Yes
Male,0,Yes,No,20.39045852,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.53004399,641.5391593,Yes
Male,0.739842833,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.9707823,4332.184257,Yes
Male,0.061333964,No,No,53,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.90818638,1324.252663,Yes
Female,0,Yes,Yes,51.38527726,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.21145538,1249.867271,Yes
Female,0,No,No,6.262607286,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),70.8792316,370.7409069,Yes
Male,0,No,No,34.19353168,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.11844469,3570.837867,Yes
Male,0,No,Yes,44.02617782,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,50.84803265,2953.528826,Yes
Male,0,Yes,Yes,2.834520862,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,79.64341976,208.6875445,Yes
Male,0,Yes,Yes,18.3255881,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.1413624,1292.430141,Yes
Male,0,Yes,Yes,16.20512313,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.65277003,1072.242257,Yes
Female,0,Yes,No,20.60716238,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.02698538,1306.993261,Yes
Male,0,Yes,Yes,53.19007471,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.26796959,2900.06754,Yes
Female,0,Yes,No,34.2673513,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),27.61134744,909.60546,Yes
Male,0.021272866,Yes,No,12.21255335,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,21.91244817,371.9257262,Yes
Male,0.719649022,Yes,No,49.77718644,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,85.38106303,5292.252894,Yes
Female,0.056996101,No,No,18.39897271,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),24.07133174,499.1625402,Yes
Female,0.539980022,No,No,17.17966037,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,57.11661752,1303.905123,Yes
Male,1,No,No,37.67141102,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.45626254,4237.57961,Yes
Male,0.856416991,Yes,No,56.66710443,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,99.31310524,6420.441276,Yes
Male,0,Yes,Yes,62.65164295,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.1374124,6751.214307,Yes
Female,0,Yes,No,51.34061648,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,91.0270629,4923.605626,Yes
Male,0.891344635,Yes,No,29.28176266,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.91066653,1422.708394,Yes
Male,1,No,No,10.76555228,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.8539487,399.7619215,Yes
Female,0,No,Yes,13.68015284,No,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,61.3666869,759.4725013,Yes
Female,0,No,No,22.74917483,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,52.71795687,567.580241,Yes
Female,0,No,Yes,3.46930657,No,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,30.8577299,105.2197226,Yes
Female,0,Yes,Yes,1.597303377,Yes,No,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.71917983,53.77702281,Yes
Male,0.600503854,Yes,No,27.40201542,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,86.40015267,2338.107969,Yes
Male,0.905823029,No,No,31.26024731,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),87.41498026,2502.844416,Yes
Female,0,No,No,30.54458928,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),84.82662333,2907.609512,Yes
Male,0,No,Yes,5.186302425,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.50854436,133.9469234,Yes
Female,0,Yes,Yes,12.21521474,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.19941212,1107.291439,Yes
Male,0,No,Yes,1,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,23.45051163,23.45051163,Yes
Female,0,Yes,No,10.33911346,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,55.56158743,306.9671,Yes
Male,0,No,No,22.90689739,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.9904464,1426.405109,Yes
Female,0,Yes,Yes,27.90533084,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,37.53719504,786.6149505,Yes
Female,0,No,No,15.64992203,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,42.9407162,550.8236703,Yes
Female,0,No,No,1,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,21.64528326,21.64528326,Yes
Female,0,Yes,Yes,5.122024619,No,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,22.06912175,105.0248672,Yes
Female,0,No,No,2.118807167,No,No phone service,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,29.51819384,54.54451165,Yes
Male,0,Yes,No,4.326974686,No,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,24.97094313,84.50002589,Yes
Male,0,No,No,59,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.39764558,1102.479308,Yes
Female,0,No,No,49.26071208,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.02036519,3256.677128,Yes
Female,0,Yes,No,32.68679043,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.99980703,1922.20982,Yes
Female,0,No,Yes,1.576861207,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.80481953,57.83535976,Yes
Female,0,No,Yes,1.915997038,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.64452185,73.62834105,Yes
Female,0,Yes,No,3.606111351,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,50.30179467,113.1416546,Yes
Female,0.882273618,No,No,1,Yes,No,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.25908584,82.25908584,Yes
Female,0.615663716,Yes,No,1.384336284,Yes,No,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,63.40820788,69.57680525,Yes
Female,0.852881742,Yes,No,7.884730322,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,84.94481856,598.3226709,Yes
Male,0.670454311,No,No,4.965911199,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),64.85282527,177.7704698,Yes
Male,0.382835615,Yes,No,12.3365616,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,50.17058069,1152.612346,Yes
Female,0.325272369,Yes,No,10.78235395,Yes,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.24047139,979.5753053,Yes
Male,0,Yes,No,42.17768246,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.81128373,4688.347779,Yes
Female,0,Yes,Yes,51.32501677,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),108.0528294,5715.410745,Yes
Female,0,No,No,13.13818362,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,30.77003016,306.5278722,Yes
Male,0,No,No,18.69640213,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,38.61903532,451.0212682,Yes
Male,0,No,No,10.5683849,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.71501729,1062.428064,Yes
Male,0,Yes,No,12.78062072,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),84.16217875,1111.233046,Yes
Male,0.533613873,Yes,No,19.93277225,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.31849526,1706.589561,Yes
